epoch,accuracy,csi,loss,lr,val_accuracy,val_csi,val_loss
0,0.6074960827827454,0.13197419047355652,68.1890869140625,0.00036378164,0.9092895984649658,0.00497543066740036,77.62256622314453
1,0.7425779104232788,0.34465885162353516,45.736122131347656,0.00035111338,0.8404910564422607,0.4231433868408203,37.31210708618164
2,0.7742049694061279,0.3787268102169037,43.0753173828125,0.0003306577,0.8710460066795349,0.42652463912963867,35.802581787109375
